from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
2002,PORI1,2,0,236__1__106__TZM__310__5__310__5_20260524,KPL__1__8201__RAIL__Rail_MTuWThF-XHol_20260524
2002,PORI1,2,0,236__1__106__TZM__310__6__310__6_20260524,KPL__1__8201__RAIL__Rail_MTuWThF-XHol_20260524
2002,PORI1,2,0,236__1__106__TZM__310__7__310__7_20260524,KPL__1__8201__RAIL__Rail_MTuWThF-XHol_20260524
2002,PORI1,2,0,236__1__106__TZM__310__11__310__11_20260524,KPL__1__8201__RAIL__Rail_MTuWThF-XHol_20260524
8580,UPPE,2,240,110__1__142__TZM__518__518_20260524,HVL__1__2635__RAIL__Rail_MTuWThF-XHol_20260524
PARA2,1005,2,0,KPL__0__6242__RAIL__Rail_MTuWThF-XHol_20260524,262__0__117__UZM__4028__1__4028__1_20260524
PETO2,9001,2,0,HVL__0__3606__RAIL__Rail_MTuWThF-XHol_20260524,150__0__127__TZM__414__1__414__1_20260524
WATE2,9165,2,0,HVL__0__2644__RAIL__Rail_MTuWThF-XHol_20260524,130__0__139__TZM__609__609_20260524
PETO2,9001,2,0,HVL__0__3830__RAIL__Rail_SaSu_+_Hol_20260524,150__0__707__TZM__405__405_20260524
9416,SILV,2,240,115__0__131__TZM__426__426_20260524,HVL__1__3637__RAIL__Rail_MTuWThF-XHol_20260524
PORI2,2001,2,0,KPL__0__6412__RAIL__Rail_Sa_20260524,226__0__401__TZM__305__2__305__2_20260524
2001,PORI1,2,0,220__0__411__TZM__307__1__307__1_20260524,KPL__1__6417__RAIL__Rail_SaSu_+_Hol_20260524
2001,PORI1,2,0,220__0__703__TZM__307__307_20260524,KPL__1__6417__RAIL__Rail_SaSu_+_Hol_20260524
8251,TAIT1,2,0,120__1__182__TZM__507__2__507__2_20260524,HVL__1__3623__RAIL__Rail_MTuWThF-XHol_20260524
1006,PARA1,2,0,262__1__166__UZM__4033__1__4033__1_20260524,KPL__1__6335__RAIL__Rail_MTuWThF-XHol_20260524
6055,6017,2,240,1__1__220__TZM__145__145_20260524,23__0__125__TZM__223__223_20260524
8251,TAIT1,2,0,120__1__482__TZM__403__2__403__2_20260524,HVL__1__3865__RAIL__Rail_SaSu_+_Hol_20260524
WATE2,9140,2,0,HVL__0__3866__RAIL__Rail_SaSu_+_Hol_20260524,170__0__729__TZM__401__2__401__2_20260524
2001,PORI1,2,0,226__0__151__TZM__304__2__304__2_20260524,KPL__1__6337__RAIL__Rail_MTuWThF-XHol_20260524
2001,PORI1,2,0,226__0__151__TZM__304__14__304__14_20260524,KPL__1__6337__RAIL__Rail_MTuWThF-XHol_20260524
2001,PORI1,2,0,226__0__151__TZM__304__15__304__15_20260524,KPL__1__6337__RAIL__Rail_MTuWThF-XHol_20260524
2001,PORI1,2,0,226__0__151__TZM__304__16__304__16_20260524,KPL__1__6337__RAIL__Rail_MTuWThF-XHol_20260524
WATE2,9165,2,0,HVL__0__2618__RAIL__Rail_MTuWThF-XHol_20260524,150__0__107__TZM__413__3__413__3_20260524
8140,WATE1,2,0,160__1__446__TZM__603__2__603__2_20260524,HVL__1__3855__RAIL__Rail_SaSu_+_Hol_20260524
8251,TAIT1,2,0,120__1__188__TZM__412__3__412__3_20260524,HVL__1__4619__RAIL__Rail_MTuWThF-XHol_20260524
1006,PARA1,2,0,260__1__408__UZM__718__1__718__1_20260524,KPL__1__6429__RAIL__Rail_SaSu_+_Hol_20260524
1006,PARA1,2,0,260__1__708__UZM__116__116_20260524,KPL__1__6429__RAIL__Rail_SaSu_+_Hol_20260524
8251,TAIT1,2,0,120__1__188__TZM__412__3__412__3_20260524,HVL__1__3629__RAIL__Rail_MTuWThF-XHol_20260524
TAIT2,9251,2,0,HVL__0__3650__RAIL__Rail_MTuWThF-XHol_20260524,120__0__207__TZM__438__438_20260524
TAIT2,9251,2,0,HVL__0__3650__RAIL__Rail_MTuWThF-XHol_20260524,120__0__207__TZM__438__3__438__3_20260524
WATE2,9165,2,0,HVL__0__3646__RAIL__Rail_MTuWThF-XHol_20260524,150__0__151__TZM__420__420_20260524
PORI2,2003,2,0,KPL__0__6466__RAIL__Rail_SaSu_+_Hol_20260524,220__1__454__TZM__311__311_20260524
TAIT2,9251,2,0,HVL__0__3818__RAIL__Rail_SaSu_+_Hol_20260524,120__0__701__TZM__602__1__602__1_20260524
TAIT2,9251,2,0,HVL__0__2630__RAIL__Rail_MTuWThF-XHol_20260524,120__0__131__TZM__420__420_20260524
9416,SILV,2,240,115__0__415__TZM__502__3__502__3_20260524,HVL__1__3841__RAIL__Rail_SaSu_+_Hol_20260524
PARA2,1004,2,0,KPL__0__6216__RAIL__Rail_MTuWThF-XHol_20260524,250__0__113__UZM__4013__1__4013__1_20260524
9001,PETO1,2,0,154__0__127__TZM__410__1__410__1_20260524,MEL__1__5641__RAIL__Rail_MEL_WEST_20260524
TAIT2,9251,2,0,HVL__0__3624__RAIL__Rail_MTuWThF-XHol_20260524,120__0__103__TZM__412__3__412__3_20260524
TAIT2,9251,2,0,HVL__0__3626__RAIL__Rail_MTuWThF-XHol_20260524,120__0__103__TZM__412__3__412__3_20260524
PETO2,9001,2,0,HVL__0__3830__RAIL__Rail_SaSu_+_Hol_20260524,154__0__409__TZM__605__1__605__1_20260524
9001,PETO1,2,0,150__1__132__TZM__413__3__413__3_20260524,MEL__1__5625__RAIL__Rail_MEL_WEST_20260524
1006,PARA1,2,0,261__1__430__UZM__705__1__705__1_20260524,KPL__1__6467__RAIL__Rail_SaSu_+_Hol_20260524
PORI2,2003,2,0,KPL__0__6346__RAIL__Rail_MTuWThF-XHol_20260524,220__1__190__TZM__303__8__303__8_20260524
8165,WATE1,2,0,150__1__146__TZM__413__3__413__3_20260524,HVL__1__4619__RAIL__Rail_MTuWThF-XHol_20260524
7720,6720,2,0,29__0__431__TZM__217__217_20260524,7__0__499__TZM__110__2__110__2_20260524
WATE2,9140,2,0,HVL__0__3870__RAIL__Rail_SaSu_+_Hol_20260524,160__0__733__TZM__408__408_20260524
PARA2,1005,2,0,KPL__0__6432__RAIL__Rail_SaSu_+_Hol_20260524,262__0__711__UZM__117__117_20260524
3000,3000,2,240,1__0__261__TZM__109__3__109__3_20260524,19__0__171__TZM__232__232_20260524
WATE2,9140,2,0,HVL__0__3870__RAIL__Rail_SaSu_+_Hol_20260524,170__0__465__TZM__602__2__602__2_20260524
WATE2,9165,2,0,HVL__0__3834__RAIL__Rail_SaSu_+_Hol_20260524,150__0__415__TZM__418__418_20260524
WATE2,8165,2,240,HVL__0__2634__RAIL__Rail_MTuWThF-XHol_20260524,149__0__113__TZM__433__433_20260524
UPPE,8579,2,240,HVL__0__3828__RAIL__Rail_SaSu_+_Hol_20260524,111__0__421__TZM__505__1__505__1_20260524
PETO2,9001,2,0,HVL__0__3814__RAIL__Rail_SaSu_+_Hol_20260524,154__0__401__TZM__411__1__411__1_20260524
8251,TAIT1,2,0,120__1__706__TZM__402__402_20260524,HVL__1__3823__RAIL__Rail_SaSu_+_Hol_20260524
WATE2,8165,2,240,HVL__0__3612__RAIL__Rail_MTuWThF-XHol_20260524,149__0__119__TZM__421__421_20260524
PARA2,1005,2,0,KPL__0__6334__RAIL__Rail_MTuWThF-XHol_20260524,262__0__167__UZM__4016__1__4016__1_20260524
PARA2,1004,2,0,KPL__0__6332__RAIL__Rail_MTuWThF-XHol_20260524,250__0__141__UZM__4034__1__4034__1_20260524
8580,UPPE,2,240,111__0__109__TZM__519__519_20260524,HVL__1__2617__RAIL__Rail_MTuWThF-XHol_20260524
7720,7700,2,60,29__0__113__TZM__233__233_20260524,7__1__174__TZM__103__5__103__5_20260524
PETO2,9001,2,0,HVL__0__3842__RAIL__Rail_SaSu_+_Hol_20260524,150__0__713__TZM__403__1__403__1_20260524
WAIK,1501,2,120,KPL__0__6460__RAIL__Rail_SaSu_+_Hol_20260524,280__0__425__UZM__715__1__715__1_20260524
WATE2,9165,2,0,HVL__0__3848__RAIL__Rail_SaSu_+_Hol_20260524,130__0__731__TZM__401__2__401__2_20260524
7720,7700,2,60,29__0__719__TZM__201__201_20260524,7__1__742__TZM__215__1__215__1_20260524
WATE2,9140,2,0,HVL__0__2642__RAIL__Rail_MTuWThF-XHol_20260524,170__0__139__TZM__603__5__603__5_20260524
2002,PORI1,2,0,236__1__132__TZM__324__2__324__2_20260524,KPL__1__6331__RAIL__Rail_MTuWThF-XHol_20260524
7730,7730,2,120,27__0__413__TZM__211__3__211__3_20260524,7__1__450__TZM__103__4__103__4_20260524
1006,PARA1,2,0,262__1__102__UZM__4005__1__4005__1_20260524,KPL__1__6211__RAIL__Rail_MTuWThF-XHol_20260524
PARA2,1005,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol_20260524,262__0__133__UZM__4033__1__4033__1_20260524
3000,3000,2,240,1__0__763__TZM__202__202_20260524,19__0__733__TZM__205__205_20260524
8140,WATE1,2,0,160__1__172__TZM__615__1__615__1_20260524,HVL__1__3657__RAIL__Rail_MTuWThF-XHol_20260524
8140,WATE1,2,0,160__1__172__TZM__615__3__615__3_20260524,HVL__1__3657__RAIL__Rail_MTuWThF-XHol_20260524
2002,PORI1,2,0,230__1__104__TZM__301__2__301__2_20260524,KPL__1__8203__RAIL__Rail_MTuWThF-XHol_20260524
2002,PORI1,2,0,230__1__104__TZM__301__4__301__4_20260524,KPL__1__8203__RAIL__Rail_MTuWThF-XHol_20260524
1006,PARA1,2,0,262__1__416__UZM__714__1__714__1_20260524,KPL__1__6447__RAIL__Rail_SaSu_+_Hol_20260524
1006,PARA1,2,0,262__1__714__UZM__115__1__115__1_20260524,KPL__1__6447__RAIL__Rail_SaSu_+_Hol_20260524
8165,WATE1,2,0,130__1__100__TZM__402__3__402__3_20260524,HVL__1__4603__RAIL__Rail_MTuWThF-XHol_20260524
PARE,2600,2,240,KPL__0__6360__RAIL__Rail_MTuWThF-XHol_20260524,236__0__147__TZM__310__2__310__2_20260524
PARE,2600,2,240,KPL__0__6360__RAIL__Rail_MTuWThF-XHol_20260524,236__0__147__TZM__310__5__310__5_20260524
WAIK,1501,2,120,KPL__0__6210__RAIL__Rail_MTuWThF-XHol_20260524,280__0__109__UZM__4009__1__4009__1_20260524
FEAT,1810,2,0,WRL__0__1614__RAIL__Rail_SaSu_+_Hol_(WRL)_20260524,200__0__403__TZM__1001__4__1001__4_20260524
WATE2,9165,2,0,HVL__0__3646__RAIL__Rail_MTuWThF-XHol_20260524,130__0__193__TZM__417__1__417__1_20260524
2003,PORI1,2,0,220__1__728__TZM__307__307_20260524,KPL__1__6443__RAIL__Rail_SaSu_+_Hol_20260524
2003,PORI1,2,0,220__1__436__TZM__309__2__309__2_20260524,KPL__1__6443__RAIL__Rail_SaSu_+_Hol_20260524
2001,PORI1,2,0,220__0__437__TZM__301__1__301__1_20260524,KPL__1__6443__RAIL__Rail_SaSu_+_Hol_20260524
2001,PORI1,2,0,220__0__729__TZM__304__304_20260524,KPL__1__6443__RAIL__Rail_SaSu_+_Hol_20260524
WAIK,1501,2,120,KPL__0__6442__RAIL__Rail_SaSu_+_Hol_20260524,281__0__415__UZM__702__702_20260524
8165,WATE1,2,0,150__1__422__TZM__404__1__404__1_20260524,HVL__1__3837__RAIL__Rail_SaSu_+_Hol_20260524
8165,WATE1,2,0,150__1__712__TZM__403__1__403__1_20260524,HVL__1__3837__RAIL__Rail_SaSu_+_Hol_20260524
8165,WATE1,2,0,130__1__730__TZM__401__2__401__2_20260524,HVL__1__3843__RAIL__Rail_SaSu_+_Hol_20260524
8165,WATE1,2,0,130__1__458__TZM__402__1__402__1_20260524,HVL__1__3843__RAIL__Rail_SaSu_+_Hol_20260524
8251,TAIT1,2,0,120__1__154__TZM__607__1__607__1_20260524,HVL__1__3605__RAIL__Rail_MTuWThF-XHol_20260524
TAIT2,9251,2,0,HVL__0__3858__RAIL__Rail_SaSu_+_Hol_20260524,120__0__739__TZM__406__406_20260524
8140,WATE1,2,0,160__1__406__TZM__406__1__406__1_20260524,HVL__1__3815__RAIL__Rail_SaSu_+_Hol_20260524
2001,PORI1,2,0,220__0__149__TZM__321__321_20260524,KPL__1__6301__RAIL__Rail_MTuWThF-XHol_20260524
2001,PORI1,2,0,220__0__149__TZM__321__3__321__3_20260524,KPL__1__6301__RAIL__Rail_MTuWThF-XHol_20260524
2003,PORI1,2,0,220__1__142__TZM__305__3__305__3_20260524,KPL__1__6301__RAIL__Rail_MTuWThF-XHol_20260524
2003,PORI1,2,0,220__1__142__TZM__305__9__305__9_20260524,KPL__1__6301__RAIL__Rail_MTuWThF-XHol_20260524
9001,PETO1,2,0,150__1__124__TZM__413__3__413__3_20260524,HVL__1__2635__RAIL__Rail_MTuWThF-XHol_20260524
PARA2,1004,2,0,KPL__0__6240__RAIL__Rail_MTuWThF-XHol_20260524,260__0__119__UZM__4023__1__4023__1_20260524
8165,WATE1,2,0,149__0__123__TZM__418__1__418__1_20260524,HVL__1__3623__RAIL__Rail_MTuWThF-XHol_20260524
WAIK,1501,2,120,KPL__0__6430__RAIL__Rail_SaSu_+_Hol_20260524,281__0__409__UZM__708__1__708__1_20260524
PARA2,1004,2,0,KPL__0__6218__RAIL__Rail_MTuWThF-XHol_20260524,260__0__111__UZM__4014__1__4014__1_20260524
PETO2,9001,2,0,HVL__0__3824__RAIL__Rail_SaSu_+_Hol_20260524,150__0__407__TZM__403__2__403__2_20260524
PARA2,1005,2,0,KPL__0__6232__RAIL__Rail_MTuWThF-XHol_20260524,261__0__149__UZM__4013__1__4013__1_20260524
7730,7730,2,120,27__0__403__TZM__107__2__107__2_20260524,7__1__410__TZM__108__3__108__3_20260524
8140,WATE1,2,0,170__0__133__TZM__610__1__610__1_20260524,HVL__1__2635__RAIL__Rail_MTuWThF-XHol_20260524
3951,TAKA1,2,0,59__0__111__MNM__5041__1__5041__1_20260524,KPL__1__6239__RAIL__Rail_MTuWThF-XHol_20260524
3081,3081,2,240,19__0__163__TZM__137__137_20260524,1__1__218__TZM__102__4__102__4_20260524
8165,WATE1,2,0,130__1__164__TZM__613__613_20260524,HVL__1__3615__RAIL__Rail_MTuWThF-XHol_20260524
WATE2,9165,2,0,HVL__0__2642__RAIL__Rail_MTuWThF-XHol_20260524,130__0__137__TZM__423__423_20260524
WATE2,9140,2,0,HVL__0__3838__RAIL__Rail_SaSu_+_Hol_20260524,170__0__431__TZM__403__2__403__2_20260524
PARE,2600,2,240,KPL__0__6342__RAIL__Rail_MTuWThF-XHol_20260524,236__0__137__TZM__320__320_20260524
3000,3000,2,240,1__0__709__TZM__109__1__109__1_20260524,19__0__705__TZM__213__213_20260524
PETO2,9001,2,0,HVL__0__4624__RAIL__Rail_MTuWThF-XHol_20260524,150__0__147__TZM__408__3__408__3_20260524
PETO2,9001,2,0,MEL__0__5640__RAIL__Rail_MEL_WEST_20260524,150__0__147__TZM__408__3__408__3_20260524
PORI2,2001,2,0,KPL__0__6232__RAIL__Rail_MTuWThF-XHol_20260524,226__0__117__TZM__314__314_20260524
7720,7700,2,60,17__1__154__TZM__135__1__135__1_20260524,7__1__154__TZM__148__148_20260524
UPPE,8579,2,240,HVL__0__3814__RAIL__Rail_SaSu_+_Hol_20260524,110__0__401__TZM__503__2__503__2_20260524
WATE2,9165,2,0,HVL__0__3606__RAIL__Rail_MTuWThF-XHol_20260524,130__0__143__TZM__417__1__417__1_20260524
2003,PORI1,2,0,210__1__706__TZM__307__307_20260524,KPL__1__6423__RAIL__Rail_SaSu_+_Hol_20260524
2003,PORI1,2,0,210__1__408__TZM__306__1__306__1_20260524,KPL__1__6423__RAIL__Rail_SaSu_+_Hol_20260524
WATE2,9165,2,0,HVL__0__3828__RAIL__Rail_SaSu_+_Hol_20260524,130__0__419__TZM__402__1__402__1_20260524
PORI2,2001,2,0,KPL__0__6452__RAIL__Rail_SaSu_+_Hol_20260524,210__0__717__TZM__308__308_20260524
8140,WATE1,2,0,160__1__436__TZM__403__2__403__2_20260524,HVL__1__3845__RAIL__Rail_SaSu_+_Hol_20260524
8140,WATE1,2,0,160__1__716__TZM__603__603_20260524,HVL__1__3845__RAIL__Rail_SaSu_+_Hol_20260524
8140,WATE1,2,0,160__1__716__TZM__603__6__603__6_20260524,HVL__1__3845__RAIL__Rail_SaSu_+_Hol_20260524
1006,PARA1,2,0,262__1__128__UZM__4033__1__4033__1_20260524,KPL__1__6323__RAIL__Rail_MTuWThF-XHol_20260524
PARA2,1005,2,0,KPL__0__6308__RAIL__Rail_MTuWThF-XHol_20260524,261__0__119__UZM__4030__1__4030__1_20260524
WATE2,9165,2,0,HVL__0__3652__RAIL__Rail_MTuWThF-XHol_20260524,130__0__199__TZM__417__1__417__1_20260524
2001,PORI1,2,0,220__0__113__TZM__311__2__311__2_20260524,KPL__1__8205__RAIL__Rail_MTuWThF-XHol_20260524
2001,PORI1,2,0,220__0__113__TZM__311__6__311__6_20260524,KPL__1__8205__RAIL__Rail_MTuWThF-XHol_20260524
2003,PORI1,2,0,220__1__108__TZM__302__4__302__4_20260524,KPL__1__8205__RAIL__Rail_MTuWThF-XHol_20260524
2003,PORI1,2,0,220__1__108__TZM__302__10__302__10_20260524,KPL__1__8205__RAIL__Rail_MTuWThF-XHol_20260524
2001,PORI1,2,0,220__0__111__TZM__316__316_20260524,KPL__1__8205__RAIL__Rail_MTuWThF-XHol_20260524
2001,PORI1,2,0,220__0__111__TZM__316__3__316__3_20260524,KPL__1__8205__RAIL__Rail_MTuWThF-XHol_20260524
2001,PORI1,2,0,220__0__111__TZM__316__6__316__6_20260524,KPL__1__8205__RAIL__Rail_MTuWThF-XHol_20260524
2001,PORI1,2,0,220__0__111__TZM__316__7__316__7_20260524,KPL__1__8205__RAIL__Rail_MTuWThF-XHol_20260524
PARA2,1004,2,0,KPL__0__6428__RAIL__Rail_SaSu_+_Hol_20260524,250__0__409__UZM__710__1__710__1_20260524
1147,1148,2,240,260__1__130__UZM__4038__1__4038__1_20260524,261__1__130__UZM__4049__1__4049__1_20260524
1006,PARA1,2,0,260__1__124__UZM__4023__1__4023__1_20260524,KPL__1__6307__RAIL__Rail_MTuWThF-XHol_20260524
WAIK,1501,2,120,KPL__0__6464__RAIL__Rail_SaSu_+_Hol_20260524,280__0__427__UZM__715__1__715__1_20260524
9001,PETO1,2,0,154__0__419__TZM__412__1__412__1_20260524,HVL__1__3851__RAIL__Rail_SaSu_+_Hol_20260524
8251,TAIT1,2,0,120__1__112__TZM__410__1__410__1_20260524,HVL__1__2613__RAIL__Rail_MTuWThF-XHol_20260524
7730,7730,2,120,27__0__431__TZM__107__2__107__2_20260524,7__1__500__TZM__107__2__107__2_20260524
8251,TAIT1,2,0,120__1__200__TZM__437__437_20260524,HVL__1__3641__RAIL__Rail_MTuWThF-XHol_20260524
8580,UPPE,2,240,110__1__484__TZM__513__513_20260524,HVL__1__3861__RAIL__Rail_Sa_20260524
WATE2,9140,2,0,HVL__0__3636__RAIL__Rail_MTuWThF-XHol_20260524,160__0__157__TZM__505__2__505__2_20260524
8251,TAIT1,2,0,120__1__104__TZM__410__1__410__1_20260524,HVL__1__4601__RAIL__Rail_MTuWThF-XHol_20260524
9001,PETO1,2,0,150__1__108__TZM__407__3__407__3_20260524,MEL__1__5609__RAIL__Rail_MEL_WEST_20260524
PARA2,1004,2,0,KPL__0__6442__RAIL__Rail_SaSu_+_Hol_20260524,260__0__417__UZM__704__1__704__1_20260524
PORI2,2003,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol_20260524,220__1__124__TZM__321__321_20260524
PORI2,2003,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol_20260524,220__1__124__TZM__321__3__321__3_20260524
1501,WAIK,2,240,281__0__703__UZM__101__101_20260524,KPL__1__6421__RAIL__Rail_SaSu_+_Hol_20260524
1501,WAIK,2,240,281__0__403__UZM__706__1__706__1_20260524,KPL__1__6421__RAIL__Rail_SaSu_+_Hol_20260524
PARA2,1004,2,0,KPL__0__6238__RAIL__Rail_MTuWThF-XHol_20260524,250__0__139__UZM__4020__1__4020__1_20260524
1006,PARA1,2,0,261__1__420__UZM__709__1__709__1_20260524,KPL__1__6453__RAIL__Rail_SaSu_+_Hol_20260524
1006,PARA1,2,0,261__1__720__UZM__118__118_20260524,KPL__1__6453__RAIL__Rail_SaSu_+_Hol_20260524
1006,PARA1,2,0,250__0__117__UZM__4012__1__4012__1_20260524,KPL__1__6223__RAIL__Rail_MTuWThF-XHol_20260524
UPPE,8579,2,240,HVL__0__3638__RAIL__Rail_MTuWThF-XHol_20260524,110__0__189__TZM__503__3__503__3_20260524
3000,3000,2,240,1__0__759__TZM__209__1__209__1_20260524,19__0__731__TZM__205__205_20260524
1006,PARA1,2,0,262__1__142__UZM__4040__1__4040__1_20260524,KPL__1__6337__RAIL__Rail_MTuWThF-XHol_20260524
WATE2,9140,2,0,HVL__0__3622__RAIL__Rail_MTuWThF-XHol_20260524,170__0__153__TZM__403__4__403__4_20260524
3000,3000,2,240,1__0__779__TZM__115__2__115__2_20260524,19__0__741__TZM__202__202_20260524
PORI2,2003,2,0,KPL__0__6342__RAIL__Rail_MTuWThF-XHol_20260524,220__1__186__TZM__315__1__315__1_20260524
PORI2,2003,2,0,KPL__0__8224__RAIL__Rail_MTuWThF-XHol_20260524,220__1__186__TZM__315__1__315__1_20260524
1006,PARA1,2,0,262__1__138__UZM__4046__1__4046__1_20260524,KPL__1__6333__RAIL__Rail_MTuWThF-XHol_20260524
7720,7700,2,60,29__0__715__TZM__210__1__210__1_20260524,7__1__734__TZM__116__1__116__1_20260524
PORI2,2001,2,0,KPL__0__6228__RAIL__Rail_MTuWThF-XHol_20260524,220__0__123__TZM__307__4__307__4_20260524
PORI2,2001,2,0,KPL__0__6228__RAIL__Rail_MTuWThF-XHol_20260524,220__0__123__TZM__307__7__307__7_20260524
PORI2,2001,2,0,KPL__0__6228__RAIL__Rail_MTuWThF-XHol_20260524,220__0__123__TZM__307__10__307__10_20260524
8165,WATE1,2,0,150__1__130__TZM__432__432_20260524,HVL__1__3603__RAIL__Rail_MTuWThF-XHol_20260524
4500,WOOD,2,0,204__1__106__TZM__801__801_20260524,WRL__1__1607__RAIL__Rail_MTuWThF-XHol_20260524
PORI2,2001,2,0,KPL__0__8272__RAIL__Rail_MTuWThF-XHol_20260524,220__0__179__TZM__325__3__325__3_20260524
3000,3000,2,240,1__0__445__TZM__106__3__106__3_20260524,19__0__423__TZM__213__1__213__1_20260524
9001,PETO1,2,0,154__0__135__TZM__405__6__405__6_20260524,HVL__1__3643__RAIL__Rail_MTuWThF-XHol_20260524
PORI2,2001,2,0,KPL__0__6348__RAIL__Rail_MTuWThF-XHol_20260524,220__0__199__TZM__325__3__325__3_20260524
8580,UPPE,2,240,110__1__134__TZM__516__516_20260524,HVL__1__2629__RAIL__Rail_MTuWThF-XHol_20260524
8580,UPPE,2,240,110__1__490__TZM__402__1__402__1_20260524,HVL__1__3867__RAIL__Rail_SaSu_+_Hol_20260524
PARA2,1004,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol_20260524,260__0__161__UZM__4019__1__4019__1_20260524
2003,PORI1,2,0,220__1__178__TZM__325__3__325__3_20260524,KPL__1__6327__RAIL__Rail_MTuWThF-XHol_20260524
2001,PORI1,2,0,220__0__185__TZM__302__4__302__4_20260524,KPL__1__6327__RAIL__Rail_MTuWThF-XHol_20260524
2001,PORI1,2,0,220__0__185__TZM__302__10__302__10_20260524,KPL__1__6327__RAIL__Rail_MTuWThF-XHol_20260524
2600,PARE,2,240,236__1__108__TZM__307__4__307__4_20260524,KPL__1__7209__RAIL__Rail_MTuWThF-XHol_20260524
2600,PARE,2,240,236__1__108__TZM__307__7__307__7_20260524,KPL__1__7209__RAIL__Rail_MTuWThF-XHol_20260524
2600,PARE,2,240,236__1__108__TZM__307__10__307__10_20260524,KPL__1__7209__RAIL__Rail_MTuWThF-XHol_20260524
PORI2,2001,2,0,KPL__0__6444__RAIL__Rail_SaSu_+_Hol_20260524,220__0__725__TZM__306__306_20260524
WAIK,1501,2,120,KPL__0__6340__RAIL__Rail_MTuWThF-XHol_20260524,280__0__151__UZM__4026__1__4026__1_20260524
3081,3081,2,240,19__0__141__TZM__217__1__217__1_20260524,1__1__152__TZM__141__141_20260524
WAIK,1501,2,120,KPL__0__6230__RAIL__Rail_MTuWThF-XHol_20260524,280__0__125__UZM__4021__1__4021__1_20260524
8140,WATE1,2,0,160__1__444__TZM__411__1__411__1_20260524,HVL__1__3853__RAIL__Rail_SaSu_+_Hol_20260524
8140,WATE1,2,0,160__1__720__TZM__407__1__407__1_20260524,HVL__1__3853__RAIL__Rail_SaSu_+_Hol_20260524
3081,3081,2,240,19__0__431__TZM__206__2__206__2_20260524,1__1__472__TZM__205__2__205__2_20260524
2001,PORI1,2,0,220__0__711__TZM__301__301_20260524,KPL__1__6425__RAIL__Rail_SaSu_+_Hol_20260524
2001,PORI1,2,0,220__0__419__TZM__301__1__301__1_20260524,KPL__1__6425__RAIL__Rail_SaSu_+_Hol_20260524
3081,3081,2,240,19__0__193__TZM__105__4__105__4_20260524,1__1__242__TZM__205__6__205__6_20260524
1501,WAIK,2,240,280__0__149__UZM__4036__1__4036__1_20260524,KPL__1__6343__RAIL__Rail_MTuWThF-XHol_20260524
2003,PORI1,2,0,226__0__445__TZM__310__1__310__1_20260524,KPL__1__6453__RAIL__Rail_SaSu_+_Hol_20260524
WATE2,9140,2,0,HVL__0__3856__RAIL__Rail_SaSu_+_Hol_20260524,160__0__445__TZM__601__2__601__2_20260524
1006,PARA1,2,0,260__1__168__UZM__4047__1__4047__1_20260524,KPL__1__6345__RAIL__Rail_MTuWThF-XHol_20260524
7720,7700,2,60,17__1__140__TZM__121__121_20260524,7__1__216__TZM__219__1__219__1_20260524
2003,PORI1,2,0,210__1__102__TZM__305__3__305__3_20260524,KPL__1__8267__RAIL__Rail_MTuWThF-XHol_20260524
2003,PORI1,2,0,210__1__102__TZM__305__9__305__9_20260524,KPL__1__8267__RAIL__Rail_MTuWThF-XHol_20260524
UPPE,8579,2,240,HVL__0__3834__RAIL__Rail_SaSu_+_Hol_20260524,112__0__411__TZM__505__1__505__1_20260524
6055,6017,2,240,1__1__188__TZM__112__3__112__3_20260524,23__0__157__TZM__115__4__115__4_20260524
8165,WATE1,2,0,130__1__180__TZM__503__3__503__3_20260524,HVL__1__4619__RAIL__Rail_MTuWThF-XHol_20260524
8165,WATE1,2,0,150__1__106__TZM__417__1__417__1_20260524,HVL__1__4607__RAIL__Rail_MTuWThF-XHol_20260524
PETO2,9001,2,0,MEL__0__5600__RAIL__Rail_MEL_WEST_20260524,150__0__103__TZM__407__3__407__3_20260524
PETO2,9001,2,0,HVL__0__2610__RAIL__Rail_MTuWThF-XHol_20260524,150__0__103__TZM__407__3__407__3_20260524
UPPE,8579,2,240,HVL__0__3614__RAIL__Rail_MTuWThF-XHol_20260524,110__0__155__TZM__516__516_20260524
WATE2,9140,2,0,HVL__0__3832__RAIL__Rail_SaSu_+_Hol_20260524,170__0__425__TZM__602__2__602__2_20260524
8580,UPPE,2,240,112__1__108__TZM__509__1__509__1_20260524,HVL__1__2617__RAIL__Rail_MTuWThF-XHol_20260524
WAIK,1501,2,120,KPL__0__6336__RAIL__Rail_MTuWThF-XHol_20260524,280__0__147__UZM__4026__1__4026__1_20260524
PORI2,2003,2,0,KPL__0__6232__RAIL__Rail_MTuWThF-XHol_20260524,220__1__122__TZM__305__3__305__3_20260524
PORI2,2003,2,0,KPL__0__6232__RAIL__Rail_MTuWThF-XHol_20260524,220__1__122__TZM__305__9__305__9_20260524
WAIK,1501,2,120,KPL__0__6436__RAIL__Rail_SaSu_+_Hol_20260524,280__0__713__UZM__102__102_20260524
